id,rmp_id,university_id,university_name,name,url,reviews,would_take_again,level_of_difficulty,average_rating,average_sentiment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,2317183,38,University of Alabama,"Blakey, Carla",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2317183&showMyProfs=true,7,100,1.7,5,0.56820795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,2247765,38,University of Alabama,"Shin, YeonHo",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2247765&showMyProfs=true,5,100,2.4,5,0.56340675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,2128791,41,University of Central Florida,"Eddy, Ronald Ray",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2128791&showMyProfs=true,22,100,2.1,5,0.62632356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,2095146,41,University of Central Florida,"McGovern, Andrew",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2095146&showMyProfs=true,16,100,2.7,5,0.54033677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,2393386,41,University of Central Florida,"Bliznik, Sean",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2393386&showMyProfs=true,8,100,2.8,5,0.6721927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,1498500,45,University of Hawaii--Manoa,"Gershuni, Laura",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1498500&showMyProfs=true,13,100,1.9,5,0.5994478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,1607003,48,Florida International University,"Drolet-Sadar, Patricia",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1607003&showMyProfs=true,15,100,1.3,5,0.72202396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,2416033,48,Florida International University,"Donato, Robert",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2416033&showMyProfs=true,5,100,2.2,5,0.49116669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,1159210,51,Georgia State University,"Kaine, Evan",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1159210&showMyProfs=true,8,100,1.5,5,0.53593627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,1276072,56,Texas Tech University,"Blum, Shane",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1276072&showMyProfs=true,8,100,1.5,5,0.63343325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,311932,58,New Mexico State University,"Hartley, John",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=311932&showMyProfs=true,9,100,2.7,5,0.23927251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,2239602,64,University of Nevada--Las Vegas,"McKay, Joseph",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2239602&showMyProfs=true,16,100,2.7,5,0.471097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,2193610,64,University of Nevada--Las Vegas,"Weiss, Caitlyn",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2193610&showMyProfs=true,5,100,2,5,0.50605447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,2307513,64,University of Nevada--Las Vegas,"Erdem, Lindsay",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2307513&showMyProfs=true,5,100,1.2,5,1.04973412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,2144607,68,North Dakota State University,"Park, Kwangsoo",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2144607&showMyProfs=true,8,100,4.4,5,0.59531511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,2435464,72,James Madison University,"Corgan, Katharine",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2435464&showMyProfs=true,8,100,1.6,5,0.64666486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,2265772,76,California State Polytechnic University--Pomona,"Kim, Scott",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2265772&showMyProfs=true,5,100,2.4,5,0.66997266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,1954504,86,Grand Valley State University,"Gleason, Mark",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1954504&showMyProfs=true,37,100,1.5,5,0.7036598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,1930403,87,San Francisco State University,"Aday, James",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1930403&showMyProfs=true,18,100,1.5,5,0.45141255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,302248,89,Fisher College,"Pithis, Nancy",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=302248&showMyProfs=true,5,100,2.8,5,0.76948662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,1396800,91,Stockton University,"Zakar, Shawn",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1396800&showMyProfs=true,43,100,1.7,5,0.46180689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,1816694,91,Stockton University,"Bokunewicz, Jane",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1816694&showMyProfs=true,18,100,1.7,5,0.62870804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,2195793,92,University of West Florida,"Atadil, Ata",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2195793&showMyProfs=true,26,100,2.8,5,0.70632745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,2217916,92,University of West Florida,"Reyes Duran, Hugo",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2217916&showMyProfs=true,5,100,3.2,5,0.59637851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,2277992,103,University of North Texas--Dallas,"Ingram, William",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2277992&showMyProfs=true,7,100,2.3,5,0.51115626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,2063616,109,University of Wisconsin--Stout,"Sobota, John",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2063616&showMyProfs=true,14,100,1.4,5,0.5973099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,2182758,140,Metropolitan State University of Denver,"Drake III, James",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2182758&showMyProfs=true,9,100,2.8,5,0.6806589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,1753467,140,Metropolitan State University of Denver,"Vanucci, Cynthia",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1753467&showMyProfs=true,6,100,2.5,5,0.82742936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,162074,142,Missouri State University,"Grand, Melanie",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=162074&showMyProfs=true,36,100,1.8,5,0.57432261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,2043509,142,Missouri State University,"Hiller, Jokima",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2043509&showMyProfs=true,7,100,1.6,5,0.5089979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209,1021160,151,University of New Orleans,"Williams, Kim",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1021160&showMyProfs=true,29,100,1.3,5,0.67523588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2249,2180137,157,Northwood University,"Hamilton, Nick",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2180137&showMyProfs=true,7,100,1.9,5,0.5794902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,1655452,30,University of South Carolina,"Reynolds, Joel",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1655452&showMyProfs=true,5,,1.6,5,0.46795259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,1075281,38,University of Alabama,"Bolye, Kimberly",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1075281&showMyProfs=true,8,,1.1,5,0.97115172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,1576770,41,University of Central Florida,"Levonius, Don",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1576770&showMyProfs=true,6,,3.2,5,0.65138855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,304674,48,Florida International University,"Hansen, Bill",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=304674&showMyProfs=true,5,,1.8,5,0.58284659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,989914,64,University of Nevada--Las Vegas,"Grigaitis, Greg",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=989914&showMyProfs=true,5,,1,5,0.48203391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,907392,76,California State Polytechnic University--Pomona,"Godfrey, Micheal D",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=907392&showMyProfs=true,5,,3,5,0.40614339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,864307,92,University of West Florida,"Philipp, Steven",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=864307&showMyProfs=true,6,,1.3,5,0.53472664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,792487,94,CUNY--New York City College of Technology,"Mercado, Dalila",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=792487&showMyProfs=true,9,,1.9,5,0.34994527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,655142,115,Arkansas Tech University,"Moll, Ray",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=655142&showMyProfs=true,8,,1.5,5,0.73907813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,2273999,94,CUNY--New York City College of Technology,"Stewart, Claire",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2273999&showMyProfs=true,23,86,1.5,4.9,0.51855691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,973022,76,California State Polytechnic University--Pomona,"St. Hilaire, Don",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=973022&showMyProfs=true,11,88,2.9,4.9,0.46051213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,1854165,14,Florida State University,"Line, Nathan",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1854165&showMyProfs=true,111,99,2.4,4.9,0.56480537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,2281264,24,University of Delaware,"Ng, Steven",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2281264&showMyProfs=true,17,100,1.9,4.9,0.55830271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,1763734,30,University of South Carolina,"Kirkley, Darron",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1763734&showMyProfs=true,19,100,1.6,4.9,0.58750785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,1649761,31,DePaul University,"Thomas, Nicholas",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1649761&showMyProfs=true,43,100,1.7,4.9,0.640802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,2256857,34,University of Kentucky,"Meuret, Scott",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2256857&showMyProfs=true,18,100,2.9,4.9,0.73310178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,1355355,34,University of Kentucky,"Swanson, Jason",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1355355&showMyProfs=true,6,100,2.3,4.9,0.6529004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,1354206,38,University of Alabama,"Davis, Joshua",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1354206&showMyProfs=true,25,100,1.3,4.9,0.64047152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,1766762,41,University of Central Florida,"Fyall, Alan",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1766762&showMyProfs=true,5,100,3.4,4.9,0.73726342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,1457714,47,University of Houston,"Madera, Juan",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1457714&showMyProfs=true,11,100,1.5,4.9,0.73844085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,1498095,47,University of Houston,"Oeser, Erin",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1498095&showMyProfs=true,7,100,2.3,4.9,0.54464425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,2017869,48,Florida International University,"Russell, Latisha",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2017869&showMyProfs=true,5,100,3.6,4.9,0.55436057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,1421609,53,East Carolina University,"O'Halloran, Cynthia",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1421609&showMyProfs=true,12,100,1.7,4.9,0.63104123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,1629068,54,Kent State University,"Ulicney, Mandy",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1629068&showMyProfs=true,17,100,1.4,4.9,0.58756711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,2268804,64,University of Nevada--Las Vegas,"Cain, Christopher",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2268804&showMyProfs=true,61,100,2.2,4.9,0.57973108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,2536703,64,University of Nevada--Las Vegas,"Morrow, Scott",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2536703&showMyProfs=true,17,100,2.2,4.9,0.63865737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,228714,69,Northern Arizona University,"Hill, Frances",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=228714&showMyProfs=true,28,100,1.7,4.9,0.75637052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,2167599,69,Northern Arizona University,"McKeown, Edward",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2167599&showMyProfs=true,11,100,1.8,4.9,0.55999897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,685732,76,California State Polytechnic University--Pomona,"Brown, Jeff",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=685732&showMyProfs=true,6,100,1.2,4.9,0.3820127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,419232,79,San Jose State University,"Larson, Richard",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=419232&showMyProfs=true,36,100,1.9,4.9,0.55769168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,100611,86,Grand Valley State University,"Jack, Kristi",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=100611&showMyProfs=true,63,100,1.7,4.9,0.61677472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,1079797,94,CUNY--New York City College of Technology,"Akana, John",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1079797&showMyProfs=true,54,100,1.3,4.9,0.63403043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,1119495,94,CUNY--New York City College of Technology,"Mehrotra, Amit",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1119495&showMyProfs=true,25,100,1.5,4.9,0.62049054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,1678541,94,CUNY--New York City College of Technology,"Cleveland, Edward",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1678541&showMyProfs=true,17,100,1.6,4.9,0.67545949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,907145,94,CUNY--New York City College of Technology,"Smith, Anthony",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=907145&showMyProfs=true,13,100,2.1,4.9,0.60413115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,152899,135,East Stroudsburg University,"Miller, Carol",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=152899&showMyProfs=true,33,100,2.8,4.9,0.61716489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179,1364046,145,Roosevelt University,"Francone, Vincent",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1364046&showMyProfs=true,13,100,1.5,4.9,0.60792518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,930396,23,Auburn University,"Koensgfield, Jason",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=930396&showMyProfs=true,9,,1.6,4.9,0.51155348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,958731,25,Temple University,"Leventhal, Steven",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=958731&showMyProfs=true,6,,3.7,4.9,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,1893933,29,Iowa State University,"Thomas, Nicholas",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1893933&showMyProfs=true,5,,2,4.9,0.66076617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,1335612,41,University of Central Florida,"Boseo, Matthew",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1335612&showMyProfs=true,8,,1.3,4.9,0.51676389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,1258166,41,University of Central Florida,"Fletcher, Christopher",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1258166&showMyProfs=true,6,,1.7,4.9,0.60698657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,1471976,41,University of Central Florida,"Kleeman, Amy",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1471976&showMyProfs=true,5,,1.4,4.9,0.58348932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,1064822,45,University of Hawaii--Manoa,"Kumabe, Marie",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1064822&showMyProfs=true,9,,1.3,4.9,0.63792114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,869792,48,Florida International University,"Moran, Michael",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=869792&showMyProfs=true,13,,1.5,4.9,0.66803396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,700964,51,Georgia State University,"Elsberry, Fred",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=700964&showMyProfs=true,5,,1.8,4.9,0.55404968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,898731,54,Kent State University,"Siler, Greta",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=898731&showMyProfs=true,7,,1,4.9,0.63498301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,244249,73,College of the Ozarks,"Shackette, Jerry",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=244249&showMyProfs=true,6,,1.8,4.9,0.56171111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,1785869,81,Niagara University,"Scarcelli, Joseph",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1785869&showMyProfs=true,7,,2,4.9,0.66781601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,1267159,94,CUNY--New York City College of Technology,"Harris, T",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1267159&showMyProfs=true,11,,1.7,4.9,0.52662032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1468351,122,Johnson &amp; Wales University,"Spring, Adam",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1468351&showMyProfs=true,5,,1.6,4.9,0.58565168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,2146629,94,CUNY--New York City College of Technology,"Abreu, Rosa",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2146629&showMyProfs=true,7,86,3.8,4.8,0.43877243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,2209064,64,University of Nevada--Las Vegas,"Ma, Zihui",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2209064&showMyProfs=true,35,88,3.4,4.8,0.51496964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,658503,100,Lynn University,"Curtis, Ted",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=658503&showMyProfs=true,16,88,1.7,4.8,0.53954873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1941168,122,Johnson &amp; Wales University,"Mobar, Siddharth",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1941168&showMyProfs=true,11,88,1.6,4.8,0.47927644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,2218895,41,University of Central Florida,"Brinkman, Steven",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2218895&showMyProfs=true,25,96,2.6,4.8,0.64159096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,1117915,64,University of Nevada--Las Vegas,"Barnes, Roberta",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1117915&showMyProfs=true,54,96,1.8,4.8,0.60111997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,1236352,48,Florida International University,"Formica, Sandro",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1236352&showMyProfs=true,168,97,3.3,4.8,0.50064447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,878574,64,University of Nevada--Las Vegas,"Braunlich, Carl",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=878574&showMyProfs=true,454,98,1.9,4.8,0.57407093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1943018,8,New York University,"Caruso, Anthony",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1943018&showMyProfs=true,15,100,3.6,4.8,0.56972131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2058380,8,New York University,"Abelson, Anna",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2058380&showMyProfs=true,6,100,2.5,4.8,0.64300645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,601636,16,Pennsylvania State University--University Park,"Bordi, Pete",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=601636&showMyProfs=true,13,100,2.6,4.8,0.60538634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,657051,16,Pennsylvania State University--University Park,"Heim, Jeffrey",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=657051&showMyProfs=true,8,100,2.3,4.8,0.55251834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,2485779,16,Pennsylvania State University--University Park,"Jolly, Phillip",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2485779&showMyProfs=true,5,100,2.2,4.8,0.50471624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,1793097,25,Temple University,"Sheridan, Michael",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1793097&showMyProfs=true,17,100,2.6,4.8,0.46132734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
